,epoch_1_pred,epoch_1_labels
87,"[[-0.86134696  0.40373427 -0.02928959  0.00559624 -0.27567947]
 [-0.4486927   0.16034171 -0.0340856   0.15673889 -0.23866239]
 [-1.0082172  -0.02493483  0.0664108   0.20857781  0.16444081]
 [-0.9512963   0.70071405 -0.18575114 -0.00197344 -0.3023983 ]
 [-0.6336828   0.15094133 -0.09217881  0.08682262 -0.16588254]
 [-1.0232385   0.4179488  -0.05845194  0.11029658 -0.09932056]
 [-0.68540853  0.18174487 -0.01683195  0.04021538 -0.10825376]
 [-0.87856823  0.45797217 -0.14844401  0.05080363 -0.11899204]]",[2 2 2 1 1 1 1 4]
88,"[[-0.8879488   0.1551413   0.02192614  0.15966927  0.04581035]
 [-0.6606345  -0.02188349  0.07629365  0.20123942 -0.12268569]
 [-0.1723992   0.02223223 -0.06521044  0.09437103 -0.1747434 ]
 [-0.3758162  -0.04213347  0.00818489  0.03179077 -0.20236948]
 [-0.72117776  0.2819994   0.01440376  0.09484571 -0.27154756]
 [-0.9460531   0.01923362  0.15970767  0.25748196  0.16221534]
 [-0.37280726  0.04726428 -0.0361071   0.10425524 -0.17138328]
 [-1.0427583   0.42800176 -0.06615181  0.08963022  0.0197371 ]]",[4 4 1 2 3 3 2 1]
89,"[[-0.58824307  0.03179202  0.03053827  0.10253954 -0.00603013]
 [-0.56233156 -0.11827774  0.05752658  0.15196362 -0.20570014]
 [-0.9685127   0.33161765 -0.03228393  0.11903428 -0.13416803]
 [-1.084094    0.41324383 -0.1149469   0.16929638 -0.084185  ]
 [-0.34529492 -0.49225867  0.23681995  0.08452866  0.15698081]
 [-0.35841036 -0.22749653  0.15508503  0.17786653  0.13441792]
 [-0.6679889  -0.15303941  0.06787688  0.25507072  0.12661153]
 [-0.15452227 -0.416496    0.1545407   0.14817575  0.13870639]]",[4 3 3 3 2 3 2 4]
90,"[[-1.0172058   0.75936633 -0.19547702 -0.01688456 -0.2785793 ]
 [-0.5637113  -0.21533222  0.11819085  0.16119426  0.06464937]
 [-0.6229012  -0.09972483  0.24571924  0.09693564  0.12933773]
 [-0.33129135 -0.20626882  0.12020324  0.14118455  0.12072879]
 [-0.46517718 -0.1920807   0.17787637  0.24771622  0.14112023]
 [-0.5129597  -0.03209051 -0.01203382  0.12403098 -0.14120618]
 [-0.82680166  0.15627076 -0.02670448  0.20222871  0.084145  ]
 [-0.7057199  -0.10080697  0.10967682  0.16933437 -0.08008109]]",[4 3 0 4 1 3 2 3]
91,"[[-0.22843108 -0.32613838  0.13089892  0.11238493  0.16434708]
 [-0.19708906 -0.1449547  -0.06527468  0.16074088 -0.12821573]
 [-0.6765948   0.1714984  -0.04085066  0.15866852 -0.01412085]
 [-0.6851505   0.5910206  -0.1708253  -0.01749282 -0.36408642]
 [-1.1191014   0.41821665 -0.03914046  0.07798736 -0.00166534]
 [-0.23278409 -0.09880722 -0.00994688  0.15226398 -0.01367812]
 [-0.5734803   0.01405541  0.00292752  0.17724235  0.13598135]
 [-0.3609223  -0.18947224 -0.01582154  0.13152078  0.05914862]]",[1 1 1 1 1 0 1 2]
92,"[[-6.3847643e-01  1.7006578e-01 -9.4038248e-04  2.9157162e-02
  -7.4660964e-02]
 [-9.0373242e-01  1.4024110e-01  1.4183353e-01  6.9873214e-02
  -6.2162638e-02]
 [-5.0164783e-01  9.9290885e-02 -9.6871346e-02  1.3513613e-01
  -1.6249409e-01]
 [-7.0610327e-01  5.5950757e-02 -2.2087665e-03  1.3579543e-01
   3.4772050e-02]
 [-7.9489452e-01  6.0622096e-01 -1.8108775e-01  2.5346674e-02
  -2.8831812e-02]
 [-4.5518950e-01 -2.9003698e-01  1.4685735e-01  2.8862634e-01
   3.8128829e-01]
 [-1.0311345e+00  3.8012859e-01 -5.8163047e-02  2.1378106e-01
   9.9553568e-03]
 [-4.0069553e-01 -3.0212969e-01  1.7634353e-01  7.4355073e-02
  -7.1343526e-02]]",[0 2 4 2 3 3 1 4]
93,"[[-0.34987545 -0.31942746  0.16542067  0.22766331  0.23876451]
 [-0.9851934   0.52155083 -0.08467291  0.07150325 -0.10730948]
 [-1.0390477   0.23868507  0.02490743  0.17989457 -0.08092688]
 [-0.62571305 -0.25630003  0.2867582   0.17758629  0.15632847]
 [-0.36279494 -0.34465286  0.16926664  0.20092137  0.21261403]
 [-1.0493014   0.03613039  0.22735265  0.19288266  0.10248852]
 [-0.5638473  -0.00423977  0.02182151  0.22046326  0.08197632]
 [-0.21667843 -0.30885544  0.08199155  0.17063904  0.20420924]]",[4 3 4 4 4 0 3 0]
94,"[[-0.42776564 -0.13230567  0.06681055  0.21137846  0.26626405]
 [-0.8276805   0.13507488  0.03996675  0.15330386 -0.20269932]
 [-0.6694883  -0.34791163  0.29431325  0.18700351 -0.1623137 ]
 [-0.67141306  0.08315305  0.07790216  0.14554979 -0.00673016]
 [ 0.16974972 -0.33078504 -0.01328696  0.01143977 -0.02605963]
 [-0.7351843   0.28388628 -0.12689136  0.1491804   0.07416256]
 [-0.38177612 -0.23893003  0.1652687   0.18430236  0.09299386]
 [-0.73858726 -0.11606766  0.1306197   0.19095863  0.12312087]]",[3 3 3 2 4 1 1 3]
95,"[[-0.43253613  0.07309988  0.01461987  0.11908428 -0.1159094 ]
 [-0.37086982  0.04518046  0.0178621   0.02284816 -0.15909123]
 [-0.4682635  -0.13027157  0.10849763  0.1574659   0.21760449]
 [-0.64812547 -0.01848682  0.09439705  0.2411598   0.02444392]
 [-0.5211322   0.24176526 -0.07269292 -0.01205704 -0.11472245]
 [-0.2617353  -0.13899183  0.0203224   0.14358345  0.05550737]
 [-0.29858816 -0.15263948  0.05704577  0.05294529  0.04869488]
 [-0.7726006  -0.03935539  0.11076403  0.17095438  0.10296524]]",[2 1 0 4 4 2 3 3]
96,"[[-0.8721134   0.01058845  0.22200981  0.06975561  0.00159427]
 [-0.20031132 -0.6042234   0.3292501   0.22741272  0.3377291 ]
 [ 0.02612755 -0.38496515  0.06067844  0.06004801  0.13505967]
 [-0.42352372 -0.03733307 -0.0281408   0.07781363 -0.04376995]
 [-0.8547267   0.24142413  0.02075193  0.11261544 -0.10941933]
 [-0.7648168   0.1156434   0.10017023  0.25085127 -0.17085914]
 [-0.8832974   0.18677069 -0.00504048  0.15794541 -0.21683809]
 [-0.49447063 -0.03725946  0.05293754  0.10709145 -0.17272809]]",[2 2 2 1 3 3 4 1]
97,"[[-0.5322289  -0.14259659  0.12609404  0.07921847 -0.12545235]
 [-0.4641428   0.18842508 -0.12253785  0.04208795 -0.18538082]
 [-1.0772034   0.55872697 -0.05466916  0.10947999 -0.14099921]
 [-0.5316496  -0.3299495   0.29162773  0.15839025  0.00491299]
 [-0.68189687  0.18142363  0.09369329  0.10459595 -0.31711322]
 [-0.7013652   0.02934772  0.06438492  0.29878625  0.14670898]
 [-0.8466727   0.7025314  -0.17499489 -0.01616902 -0.34972736]
 [-0.5516612   0.00620678  0.10140542  0.10528275  0.09113209]]",[2 4 4 4 2 3 4 2]
98,"[[-0.27607125 -0.39273858  0.23585872  0.14830208  0.13766216]
 [-0.2925323  -0.01163056 -0.04713202  0.01370989 -0.09968709]
 [-0.79817855 -0.07929879  0.16024083  0.21137479  0.1424406 ]
 [-0.7445066   0.04384907  0.07365871  0.24306329  0.08091947]
 [-0.4201963  -0.05820345  0.09561522  0.05643891 -0.46816748]
 [-0.55812734  0.146131   -0.06000509  0.1844149  -0.13595288]
 [-0.71758056  0.17784715  0.02602585  0.1620294  -0.17074896]
 [-0.28297308 -0.09586573  0.133945   -0.01916501 -0.44854012]]",[2 0 2 3 3 3 1 3]
99,"[[-0.94518834  0.6955822  -0.22003376  0.03576661 -0.2395148 ]
 [-0.8470221  -0.2488363   0.23560965  0.38937896  0.2785156 ]
 [-0.87582403  0.09923826  0.07603242  0.15197252 -0.13267376]
 [-0.5755894  -0.1099711   0.03989403  0.18425567  0.05854405]
 [-0.6683373  -0.01794637  0.09451784  0.03763592  0.00784851]
 [-0.80099934  0.10583102 -0.02309758  0.31020522  0.19406295]
 [-0.90508753 -0.00991985  0.15876593  0.19034232 -0.15116705]
 [-1.0743515   0.1670991   0.02065203  0.2756949  -0.00474822]]",[1 2 3 2 2 3 4 2]
100,"[[-0.20305696 -0.53834176  0.24722296  0.2118984   0.19145118]
 [-0.62093186  0.30117312 -0.09679256  0.02208456 -0.03555754]
 [-0.7479745   0.11165733  0.10757949  0.05113387 -0.05142368]
 [-0.73714274  0.20355375 -0.01418473  0.14584836 -0.05967774]
 [-0.2271726  -0.49132708  0.22229424  0.16276932  0.15885271]
 [-0.591831    0.3642516  -0.0985944   0.11224779 -0.10744846]
 [-0.526331   -0.00843509  0.11880449  0.13587497 -0.01261323]
 [-0.83405775  0.11134234  0.11028015  0.08242833 -0.2973718 ]]",[3 1 2 1 2 4 2 3]
101,"[[-0.4788843  -0.42382646  0.23539715  0.3089077   0.3595301 ]
 [-0.2624577  -0.3980627   0.27495196  0.12903418 -0.12164996]
 [-0.36687124 -0.42729554  0.20804225  0.2659705   0.32583326]
 [-0.9093828   0.25819027  0.06305531  0.16097946 -0.15856354]
 [-1.0833688   0.44584197 -0.01757994  0.0962128  -0.06023251]
 [-0.40071929 -0.27761355  0.16621691  0.26184952  0.282951  ]
 [-0.81748146  0.4498546  -0.07105981 -0.01909767 -0.22131096]
 [-0.60988456 -0.03928883  0.08051851  0.2523961   0.04203361]]",[3 3 3 2 4 2 1 0]
102,"[[-6.27649546e-01 -3.59759748e-01  1.98255047e-01  1.94014058e-01
   2.27502525e-01]
 [-5.60521841e-01 -2.40791038e-01  1.43585727e-01  1.85204640e-01
   1.86526030e-01]
 [-4.79607582e-01  1.16740435e-01 -7.06192368e-05  1.27302855e-01
  -1.28672114e-02]
 [-1.78080216e-01 -4.83002782e-01  2.87377566e-01  2.64896840e-01
   2.71444559e-01]
 [-4.30351615e-01 -4.90559638e-01  3.37023735e-01  3.04861248e-01
   3.06015253e-01]
 [-5.08460522e-01 -3.26264232e-01  3.33581626e-01  1.91363484e-01
   2.69997194e-02]
 [-1.16382837e+00  4.11832750e-01  8.63131285e-02  1.46675661e-01
  -1.38223410e-01]
 [-4.06794190e-01 -4.68039483e-01  3.02035719e-01  2.87009567e-01
   1.39182627e-01]]",[3 4 1 4 2 3 4 1]
103,"[[-0.86266994  0.01928652  0.12714835  0.3144157   0.27671212]
 [-0.3262743  -0.32200104  0.07791241  0.2225052   0.03459826]
 [-0.9089155   0.5803851  -0.1748875  -0.00182438 -0.1762351 ]
 [-0.37489352 -0.2918716   0.18046454  0.2581317   0.13321322]
 [-0.88126844 -0.01517026  0.06665946  0.17705496 -0.03527929]
 [-0.7862797   0.629784   -0.16030195 -0.02901146 -0.3223967 ]
 [-1.0319407   0.13613504  0.06526841  0.26715583 -0.08557022]
 [-0.66020197  0.28897506 -0.07798012  0.21297929 -0.13394222]]",[3 2 4 3 1 3 2 1]
104,"[[-0.83644927  0.46565315 -0.1443676  -0.01555854 -0.06171549]
 [-0.9674738   0.28178295  0.05592672  0.13580728 -0.03972068]
 [-0.50375485 -0.1261353   0.08178436  0.08313339 -0.13151275]
 [-0.7679861   0.3588855  -0.02915628 -0.0530704  -0.30738908]
 [-0.24800518 -0.3295274   0.13994186  0.17756541  0.08059054]
 [-0.757991   -0.0016948   0.14040814  0.24034198  0.11342946]
 [-0.20960148 -0.48673567  0.28264114  0.254664    0.25405094]
 [-0.6403368  -0.10802235  0.09723803  0.28191072 -0.03311194]]",[1 3 3 3 4 3 2 4]
105,"[[-0.31223828 -0.34434563  0.17348215  0.25338486  0.1902541 ]
 [-0.31964773 -0.12665644  0.0103257   0.1936573   0.11135568]
 [-0.88932514  0.77451605 -0.2905309   0.04160984 -0.25661647]
 [-0.8298168  -0.13908264  0.37483352  0.2126208  -0.07909016]
 [-0.46110526 -0.37261942  0.204932    0.2810368   0.09443201]
 [-0.984664    0.50740176 -0.09143963  0.067717    0.0795188 ]
 [-1.04597     0.48692077 -0.07943649  0.16956562 -0.27256203]
 [-0.636587   -0.33566314  0.29671213  0.34551024  0.2638461 ]]",[4 1 3 2 4 1 1 4]
106,"[[-0.803965    0.45110533 -0.14403442  0.06580105 -0.11508555]
 [-0.6210182  -0.01109554  0.09936719  0.16529386  0.1604348 ]
 [-0.489794    0.14789887 -0.061689    0.17433481 -0.15752336]
 [-0.55411226  0.25218424 -0.07182715  0.03605372 -0.29333857]
 [-0.45403206  0.03245936 -0.05947831  0.01908432  0.20324714]
 [-0.365151    0.15411232 -0.0565588   0.08788697 -0.20843299]
 [-0.2662537   0.04688529 -0.05149042  0.04401384 -0.15334615]
 [-0.92212147 -0.12701088  0.24406835  0.24363266 -0.05857843]]",[4 1 1 1 2 1 2 1]
107,"[[-0.95968735  0.18138878  0.03722913  0.25988957 -0.08035082]
 [-1.1404952   0.4183733  -0.01380107  0.1061232  -0.1942853 ]
 [-0.6394622  -0.04232528  0.10457344  0.26332366  0.0554642 ]
 [-0.51233405 -0.16286725  0.18064253  0.13903773 -0.03460981]
 [-0.7832261  -0.18751775  0.2815233   0.25838718 -0.16709018]
 [-0.71165454  0.1303668   0.00702018  0.21742515 -0.09012964]
 [-0.89636356  0.69617563 -0.17793824  0.06451821 -0.02673096]
 [-0.8229576   0.07232147  0.10015326  0.23704898 -0.16868353]]",[4 0 3 3 2 1 1 0]
108,"[[-0.6320675  -0.03557962  0.13196215  0.1620101  -0.0550717 ]
 [-0.61450535 -0.07885656  0.08159972  0.22899458  0.03529621]
 [-0.5328805  -0.17543033  0.210176    0.19344811 -0.19735192]
 [-0.7948604   0.31131265 -0.00955199 -0.0318044  -0.30800372]
 [-0.38021362  0.07995223  0.00420888  0.04966382 -0.14526509]
 [-0.8336044   0.42949626 -0.18440604  0.21619955  0.41466904]
 [-0.7792964   0.10684294  0.02790288  0.10606651 -0.01112684]
 [-0.6347375   0.14609194 -0.01841114  0.08173797 -0.12371441]]",[3 2 4 1 2 3 4 1]
109,"[[-0.6484784  -0.14996867  0.12102417  0.28963163  0.17870945]
 [-0.6813931   0.19736366 -0.04762867  0.24823573 -0.03813605]
 [-0.42300257 -0.2730265   0.08122835  0.20785683  0.13720806]
 [-0.8537303   0.50539476 -0.24196419  0.21078847  0.04957201]
 [-0.17622718 -0.6446216   0.370561    0.2856476   0.07129564]
 [-0.72957045  0.17511542 -0.02610484  0.06094789 -0.25925228]
 [-0.5236134  -0.17055215  0.06947075  0.18774001 -0.02137191]
 [-0.6135637   0.19950932 -0.03704287 -0.00710659 -0.28084874]]",[4 1 3 3 0 3 1 3]
110,"[[-0.36858153 -0.35574317  0.23074768  0.22655168  0.05539105]
 [-1.0495375   0.371251    0.04174951  0.09496877 -0.20703733]
 [-0.882435   -0.04637396  0.14461623  0.24120851 -0.15909104]
 [-1.144479    0.32081565  0.08363962  0.27096388  0.01461609]
 [-0.58498913 -0.32700527  0.18475984  0.24924134  0.4450358 ]
 [-0.83560354  0.33630937 -0.03405244 -0.03909255 -0.3026972 ]
 [-0.5923148   0.01056844  0.03161807  0.17401601 -0.01825505]
 [-0.5704798   0.05874962  0.04865636  0.0662737  -0.02449925]]",[1 0 1 1 3 2 0 1]
111,"[[-0.19780734 -0.22012033  0.0905973   0.14131217  0.25222975]
 [-0.19655807  0.02467838 -0.05397416  0.04859599 -0.15077399]
 [-0.786895    0.4960259  -0.17717166  0.04390632 -0.2296104 ]
 [-1.0976444   0.51549983 -0.06966027  0.08606803 -0.12167422]
 [-0.67024904 -0.13232276  0.07574081  0.2985426   0.11327045]
 [-0.80324346  0.13931462  0.07396202  0.24893384 -0.09024475]
 [-1.208302    0.54015106 -0.07242168  0.20584336  0.01512773]
 [-0.9082232   0.2309951  -0.07952852  0.21911761 -0.08589529]]",[4 2 4 3 3 3 0 1]
112,"[[-5.25147736e-01  2.70458043e-01 -1.14067212e-01 -8.03748816e-02
  -2.02336818e-01]
 [-8.69683325e-01  1.94936082e-01 -3.80473677e-04  2.01669738e-01
  -1.43476933e-01]
 [-8.50129783e-01  8.25759619e-02  4.09169644e-02  2.83771902e-01
   2.70105571e-01]
 [-4.34256434e-01 -1.66110992e-01  5.55151254e-02  2.55883902e-01
   1.02768466e-01]
 [-6.42900527e-01  3.69909614e-01 -2.06537262e-01  1.04240321e-01
  -1.98979855e-01]
 [-6.34543657e-01 -1.26728073e-01  7.08200037e-02  3.12408179e-01
   1.40641510e-01]
 [-9.31305230e-01  5.50439358e-02  8.74602646e-02  1.23637132e-01
  -6.83979839e-02]
 [-8.74297798e-01  1.77643195e-01  1.04040384e-01  9.19352844e-02
  -1.91194519e-01]]",[3 4 4 2 3 4 2 0]
113,"[[-0.5166799  -0.17857164  0.06387465  0.21029897 -0.05760564]
 [-0.96933806  0.53937775 -0.1915683   0.10887908 -0.08146341]
 [-0.47411832 -0.47146168  0.3600528   0.31121558  0.3644334 ]
 [-0.71951497 -0.16802192  0.15197624  0.28881913  0.02418353]
 [-0.52495223  0.13481739 -0.10366379  0.11841539 -0.15207206]
 [-0.79648834 -0.15452547  0.12458739  0.2810662   0.08723594]
 [-0.8116635   0.5778096  -0.18890078  0.05261271 -0.25394174]
 [-0.35755593 -0.2672897   0.18210457  0.23542581 -0.14350517]]",[0 3 2 2 3 3 1 4]
114,"[[-1.0592918   0.04096553  0.21817306  0.19185628 -0.03399885]
 [-0.620243   -0.02374761  0.03882646  0.2845276   0.05729869]
 [-0.4673972   0.13103305 -0.15088208  0.19640462 -0.08474086]
 [-0.17007956 -0.70699817  0.3902701   0.2600301   0.24036676]
 [-0.60424244  0.2942452  -0.08651114  0.07183307  0.00534175]
 [-0.5975726   0.00256804  0.03095514  0.0505123  -0.01556398]
 [-0.75587523  0.4446285  -0.18060878  0.1531751  -0.18711706]
 [-0.5558603  -0.34693852  0.2362255   0.27905613  0.05877047]]",[4 0 4 2 1 4 1 2]
115,"[[-0.2979525  -0.44572806  0.19764131  0.24079956  0.02912314]
 [-0.67642677  0.22850764 -0.02810195  0.15781085 -0.06266377]
 [-0.67029375  0.18117906  0.06123557  0.06401699 -0.29146072]
 [-0.759821    0.24178855 -0.0678865   0.20711492 -0.04162081]
 [-1.0961775   0.7187127  -0.2308173   0.09849738 -0.203967  ]
 [-1.1201518   0.26328176  0.05741901  0.17113201 -0.04129333]
 [-0.57466805  0.06693228  0.10054348  0.05511056 -0.3608694 ]
 [-1.0408403   0.4440045  -0.0554795   0.12004142 -0.13611433]]",[3 3 3 4 4 4 2 1]
116,"[[-0.8921917   0.18724205 -0.00305244  0.1685357   0.19527468]
 [-0.48284355 -0.17271216 -0.03922471  0.1662254   0.037149  ]
 [-0.953729   -0.13891627  0.25071436  0.24889821 -0.12812087]
 [-0.71838737 -0.11386812  0.09166555  0.29445764 -0.14464696]
 [-0.8809977  -0.02180302  0.182231    0.2724045   0.02713074]
 [-0.6070922  -0.27962264  0.21660517  0.37705347  0.29561973]
 [-0.8940397   0.34861767 -0.07726434  0.2888997  -0.15251508]
 [-1.2327119   0.490598   -0.02839437  0.24553776 -0.01142585]]",[2 4 2 4 2 4 1 3]
117,"[[-1.1822330e+00  4.7956508e-01 -1.3766795e-01  2.3949049e-01
  -2.4566590e-03]
 [-6.0062605e-01 -2.8736907e-01  2.1805434e-01  2.9521814e-01
  -8.4932949e-03]
 [-8.4446394e-01  5.3330183e-02 -2.8618596e-02  1.9372584e-01
  -2.4261149e-02]
 [-7.4289948e-01  1.0312079e-03  5.7250094e-02  1.2396870e-01
  -7.2502486e-02]
 [-1.8731217e-01  4.4857372e-02 -6.7299165e-02  4.9735636e-02
  -2.0810780e-01]
 [-6.0213828e-01 -1.0676162e-01  5.1321007e-02  2.1271923e-01
   1.0617990e-02]
 [-4.1570547e-01 -1.3974258e-01  1.1160933e-02  1.9351111e-01
   4.9054205e-02]
 [-7.9041505e-01 -2.1922229e-01  2.5787672e-01  3.2254684e-01
  -3.2311913e-02]]",[3 4 2 4 2 3 4 2]
118,"[[-0.9918232   0.38816535 -0.08263031  0.14027318 -0.22083044]
 [-0.95342785  0.6535865  -0.17314033 -0.09159542 -0.22187805]
 [-0.36884567 -0.27007076  0.19931184  0.02153245  0.21234003]
 [-0.991067    0.28098783 -0.04921858  0.23760912  0.03584705]
 [-1.0339019   0.4090169  -0.09834878  0.13838597 -0.10772229]
 [-0.8013244   0.0293694   0.06920831  0.21861605  0.02510216]
 [-1.1850977   0.13514227  0.19766952  0.17999333 -0.26227644]
 [-0.85564566 -0.04647253  0.18069908  0.21649553 -0.09227791]]",[2 1 4 1 3 4 2 2]
119,"[[-0.5333586  -0.0589291   0.04529503  0.10963085 -0.09087785]
 [-0.6662604   0.21718045 -0.05068787  0.16172117 -0.11852944]
 [-0.58914286  0.0639585   0.01913274  0.08784951 -0.1721198 ]
 [-0.7825543   0.2356523  -0.05083817  0.17030542 -0.08599239]
 [-0.66617846 -0.10730775  0.03517517  0.39878547  0.07742573]
 [-0.8468579   0.28040448  0.00532844  0.18348394 -0.10387903]
 [-0.6135582   0.07902344 -0.04706101  0.18342735 -0.04132431]
 [-0.89882797  0.44220796 -0.18191615  0.22021282 -0.1314015 ]]",[2 1 1 1 2 2 1 1]
120,"[[-0.6629818   0.34806243 -0.2400621   0.19084448 -0.08063795]
 [-0.9511831   0.3634796  -0.02810604  0.13788933 -0.04228247]
 [-0.6275398  -0.13999648  0.04782514  0.3466108   0.05736482]
 [-0.3291769  -0.09882159 -0.01173245  0.14175007 -0.04670674]
 [-0.9753134  -0.03760098  0.14344534  0.22748244  0.02117434]
 [-0.6663814  -0.33402765  0.27095237  0.320459    0.10534804]
 [-0.79057664  0.16588049  0.07208291  0.04694727 -0.163991  ]
 [-0.5242244   0.3944136  -0.22104444  0.08057273 -0.21644384]]",[3 4 3 0 3 2 1 1]
121,"[[-0.9916841   0.47826153  0.03713296  0.06240739 -0.11735173]
 [-1.0798383   0.38532946 -0.19757639  0.19307679  0.15090258]
 [-0.76839936  0.02224738  0.10866074  0.20442738 -0.06165732]
 [-0.42915404  0.12765275 -0.00872154 -0.05038967 -0.16595004]
 [-0.6173299   0.08092511  0.03362892 -0.02257897  0.08381896]
 [-0.89477164  0.29563344 -0.01357853  0.25888756 -0.01857185]
 [-1.1727809   0.16821411  0.06280872  0.25852576 -0.09594089]
 [-0.70853305 -0.15043157  0.20247602  0.33260563  0.2897404 ]]",[2 1 4 0 4 1 1 4]
122,"[[-0.9607327   0.42710927 -0.11853813  0.18904132 -0.15101805]
 [-0.9238874   0.09034551  0.04485647  0.29231372  0.24507165]
 [-0.9046902   0.21610391 -0.02388351  0.21636824  0.2813266 ]
 [-1.3433827   0.6170326  -0.11773796  0.21237281 -0.04401491]
 [-0.9211797  -0.05429119  0.24354258  0.22977388 -0.12641302]
 [-0.14606583 -0.16767974 -0.04816976  0.10085053 -0.08799372]
 [-0.7050311  -0.15814622  0.18049663  0.27090114  0.16775161]
 [-0.7726044  -0.09577765  0.19483976  0.20074046 -0.10966321]]",[1 4 1 2 4 4 2 2]
123,"[[-0.5688679  -0.13433503  0.05596998  0.1888036  -0.00541307]
 [-0.96739405  0.21552691  0.06785587  0.15894367  0.1280113 ]
 [-0.39162165 -0.395316    0.2046283   0.18480735  0.12680456]
 [-0.7849822   0.49883327 -0.11366686 -0.02148105 -0.25476965]
 [-1.2220244   0.32933044  0.08557029  0.16910689 -0.1638867 ]
 [-0.7829063   0.27014098 -0.07645983  0.01851872 -0.25676605]
 [-0.89673513 -0.02318653  0.09537815  0.25885475 -0.11489226]
 [-0.44944215 -0.18907484  0.16089028  0.13466385 -0.02522003]]",[0 1 4 4 4 3 2 1]
124,"[[-0.68029445  0.11794609 -0.00182762  0.09647531 -0.09880883]
 [-1.0893515   0.49589562 -0.15677208  0.2073921   0.00460519]
 [-0.78655446  0.14959528  0.00402798  0.13473615 -0.17751549]
 [-0.77566046 -0.18941142  0.23299144  0.22564465  0.07148932]
 [-0.76219076  0.14367986 -0.06490435  0.15552182  0.02184065]
 [-0.9859961   0.22364163 -0.01060294  0.31162873  0.19417316]
 [-0.44936004 -0.00683028 -0.04837612  0.08751589 -0.07302898]
 [-0.87063646  0.3520443  -0.06587547  0.15217404 -0.18901199]]",[3 1 3 2 3 3 2 1]
125,"[[-0.7260146   0.29050407 -0.03865587  0.0699249  -0.12355562]
 [-0.824707    0.4784027  -0.09808782  0.06977406 -0.25652257]
 [-0.7797162   0.11932641  0.10156745  0.23277432 -0.15329163]
 [-1.1955553   0.35706618  0.00151797  0.24769898  0.0909313 ]
 [-0.16291153 -0.7035659   0.39735538  0.30050159  0.2966823 ]
 [-0.8089505   0.22193736 -0.08936439  0.09708177 -0.27862614]
 [-0.3073121  -0.36761314  0.24108863  0.11751561  0.09015542]
 [-0.8306941   0.61683464 -0.2261864  -0.02339323 -0.3136211 ]]",[3 3 1 2 3 3 4 1]
126,"[[-0.9434949   0.2356303   0.02493082  0.24595927  0.01844386]
 [-0.81079257  0.03175593  0.09915838  0.171935   -0.03504632]
 [-0.8849262   0.39304084 -0.08426985  0.17880619 -0.2470011 ]
 [-1.3145027   0.4991884  -0.01514882  0.16827552 -0.08228057]
 [-0.35618713 -0.24849454  0.05753656  0.08846096 -0.0673385 ]
 [-0.5878262  -0.20235217  0.1906395   0.2435434   0.1610315 ]
 [-0.7382291  -0.16442     0.16011652  0.29264838  0.09552282]
 [-0.09731279 -0.6892378   0.38412148  0.13758634  0.06314492]]",[4 3 4 2 1 4 3 4]
127,"[[-0.74946165  0.17617762  0.00127512  0.1474676  -0.01020194]
 [-0.9860883   0.45183524 -0.15433839  0.11128565 -0.14383854]
 [-1.0414779   0.32465106  0.01616704  0.02850466 -0.18668687]
 [-0.7115901  -0.19275345  0.24235521  0.21713614  0.12334655]
 [-0.6213548   0.03993003  0.0535972   0.07762624  0.15844318]
 [-0.7269709   0.08182759  0.00846363  0.19869787  0.07106484]
 [-1.0285394   0.44830683 -0.1060819   0.20358783  0.10034056]
 [-0.95643055  0.0795515   0.08952899  0.28918946  0.09781079]]",[4 1 2 2 3 2 1 3]
128,"[[-0.5601732  -0.17568882  0.16153775  0.23914486 -0.00883506]
 [-0.7829255   0.23619153 -0.07617547  0.05540157 -0.0222311 ]
 [-0.43084583 -0.37407884  0.22129004  0.25084236  0.06733315]
 [-0.27187434 -0.22552627  0.08018356  0.10406536  0.08397372]
 [-0.79087216  0.59136784 -0.23191354  0.03120724 -0.24030665]
 [-0.6068672  -0.09690643  0.12404094  0.25933498  0.10398644]
 [-0.9076699  -0.1328102   0.30097735  0.1979103  -0.0748731 ]
 [-0.8537141   0.09242562  0.1491374   0.11276457 -0.17592718]]",[2 3 4 2 1 1 2 1]
129,"[[-0.19201021 -0.13097605  0.01244858  0.09951266  0.05032891]
 [-1.2011641   0.42955017  0.02481365  0.17701949 -0.17959693]
 [-1.1035277   0.36507663 -0.0237163   0.20266512 -0.07250135]
 [-0.7391574   0.24789983 -0.02666338 -0.02350668 -0.16011335]
 [-0.68879503  0.03771559  0.01820623  0.21919984  0.04072889]
 [-0.34033778 -0.2353511   0.1910404   0.24969676  0.134185  ]
 [-0.8776299   0.14152256  0.12768856  0.18610623 -0.06962098]
 [-0.8716392   0.19146554  0.01588277  0.24036017 -0.01531478]]",[4 4 4 3 2 1 2 3]
