,epoch_1_pred,epoch_1_labels
100,"[[-5.369648    2.6361473  -2.197394   -1.1322861  -2.6122482 ]
 [-1.1421298  -2.0343432   0.6097127  -1.8698323  -1.692838  ]
 [-1.7056893   1.406344   -2.9433527   0.4486641  -0.40424606]
 [-3.0839398  -1.5951471  -1.5680983   0.772682   -1.9469261 ]
 [-5.2119584  -3.7937589  -1.5578128  -0.02868795  3.963644  ]
 [-2.381856   -1.8062712  -2.76362     1.8708586  -1.0525088 ]
 [-2.6190443  -0.13076934  0.8749528  -1.3912688  -2.8244207 ]
 [-2.9358783  -2.910713   -1.4379933  -1.3058604   3.3334606 ]]",[1 2 1 3 4 3 0 4]
101,"[[-1.2807614  -3.524072   -0.25697923  0.6096469   0.6065755 ]
 [-5.4268904  -3.3704307  -1.1542408  -0.41398346  1.6391717 ]
 [-1.8542147   1.285801   -1.2132072  -3.2307012  -3.2334068 ]
 [-2.4261365  -0.20119269  2.5274968  -2.9076645  -3.2997665 ]
 [-0.7001728  -2.5388763  -1.2913702  -0.0389734   1.554007  ]
 [-4.0516157   1.2741613  -1.7972409  -4.433265   -3.7973466 ]
 [-2.303127    0.3785716  -3.3221319  -0.17313308 -2.9047787 ]
 [-2.9959023  -1.4292171   3.8181028  -1.415228   -3.7032237 ]]",[3 4 1 2 4 1 0 2]
102,"[[-4.0256166  -0.09059872 -3.1306968  -1.3510107   2.1737885 ]
 [-3.725828   -2.309223   -3.6542552  -0.36777914 -0.21040384]
 [-0.7124214  -1.4936787   0.985422   -3.777414   -2.9564946 ]
 [-4.0636754  -3.4788795  -2.6732678   1.6367221  -1.5589871 ]
 [-1.5471057   1.293008   -4.1002984   1.5418628  -0.3254944 ]
 [ 1.0254513  -1.0876795   0.89481354 -2.195355   -4.1197934 ]
 [-0.5161148  -2.0588865   0.44388765  0.7035468  -1.238708  ]
 [-4.756758   -1.3806243  -0.9020084  -1.7877308   2.3878965 ]]",[4 3 2 3 3 2 4 4]
103,"[[-3.6573768  -3.6175754  -0.6020111   0.6522588   1.7073202 ]
 [-0.61735255 -0.15231259  1.2278569  -0.90011483 -3.3727539 ]
 [-2.9304266  -2.0492594  -0.38960657  0.8372764  -1.4139028 ]
 [-4.1160736   1.2719821  -1.8504652  -0.8286661   1.1677167 ]
 [ 1.119579   -1.0364808  -2.5945892  -0.36752334 -2.2134104 ]
 [-3.2351186  -0.3736475  -3.9441633  -0.8055766   2.9450586 ]
 [-4.24712    -4.0985923  -2.2940028  -1.0579848   2.9095075 ]
 [-2.7962031  -0.9416777  -0.13596125 -2.1751027  -5.1899123 ]]",[3 2 3 4 0 4 4 4]
104,"[[-1.3525261   1.0064601  -0.02709724 -0.8565881  -4.951801  ]
 [-4.1398377  -0.13909848 -3.6747644   0.61510676  2.553422  ]
 [-1.4747487  -3.1401792   2.3420143  -3.156515   -1.0822445 ]
 [-1.7813293   2.1074295  -0.310064   -2.1449683  -1.3449415 ]
 [-5.2895856  -2.7569892  -3.0273516   1.4975299  -1.6302549 ]
 [-2.6681468  -2.6795754  -3.775359    0.18870583  2.10896   ]
 [-2.5616472   0.02640386  0.5592385  -1.2735437  -3.5755315 ]
 [-2.6740823  -0.42770404 -3.4436255  -1.315501    0.18618217]]",[0 4 2 1 3 4 2 4]
105,"[[-2.4310145e+00  3.0595151e-01 -7.6325661e-01 -3.4478436e+00
  -6.4625567e-01]
 [-5.1067514e+00 -2.9386452e-01 -2.2488565e+00 -3.6428550e-01
   1.0106525e+00]
 [-3.4011430e-03 -2.6451156e+00 -3.4307346e+00 -3.8366413e-01
  -2.1066046e+00]
 [-3.0538104e+00 -1.4751363e+00  4.1447449e-01 -1.5715485e+00
  -2.0025251e+00]
 [-1.7546781e+00  2.4409225e+00 -7.0949733e-01 -3.8363392e+00
  -3.9768842e-01]
 [-1.5172675e-01 -2.5537224e+00  2.5847604e+00 -3.1745877e+00
  -2.8890095e+00]
 [-9.7802961e-01  8.3405238e-01 -2.8240153e-01 -1.1547743e+00
  -2.9152260e+00]
 [-2.7622910e+00 -6.7031354e-01 -1.7780446e+00 -1.7314552e+00
  -2.1330519e-01]]",[1 4 3 2 1 2 0 1]
106,"[[-2.7505105  -0.4727966  -3.5523117  -0.5865422  -0.7961566 ]
 [-3.9103737  -1.4551625  -0.2861135  -3.2361462  -2.7932255 ]
 [-4.121654   -2.939198   -1.1263486   1.4647859  -0.33509973]
 [-4.8888264  -1.9927797  -2.1721244  -0.42550254 -0.9215094 ]
 [-3.7527134  -3.1570115  -0.73335004 -3.734192    0.15858217]
 [-2.4818995  -1.8906939   1.6338111  -2.3676598  -4.3437715 ]
 [-4.2634478  -4.738262    0.92403364 -3.3016398  -2.4401314 ]
 [-2.635159   -3.8814      2.3340135  -1.8690684  -2.7288759 ]]",[1 1 3 3 4 2 2 2]
107,"[[-4.857518    0.7606123  -5.205957    0.20876522  0.75036484]
 [-1.6380224  -0.6923142   0.8966396  -3.3099153  -1.5778971 ]
 [ 0.54587257 -3.5338652  -0.17870818 -3.0079043  -1.1032674 ]
 [-5.215891   -0.8385319   0.18553312  0.52828974 -2.8507738 ]
 [-0.5812886  -2.7410538  -3.1542044  -1.1806945   2.307075  ]
 [-1.4704491  -0.68024355 -1.860797   -2.0375726  -1.2577358 ]
 [-3.3757665  -0.82403016 -1.5886825   0.17962243  3.1386456 ]
 [-5.257037   -1.1254963  -3.1032755  -0.7037565   3.2594953 ]]",[3 1 0 1 4 2 4 4]
108,"[[-2.7129838  -3.6583338  -2.719692    0.05974093 -0.60484976]
 [-2.8311422  -2.9638598  -3.191223    1.8975527  -0.85303736]
 [-4.278107    2.347025   -2.8571086  -1.8170438  -1.9776878 ]
 [-3.7867658   3.3747404  -3.0920026  -2.592186   -2.969497  ]
 [-2.4331408  -2.627871   -2.3226287  -1.366401    2.9753184 ]
 [-0.45780808 -2.1658797  -3.1191025   0.8067124   1.3640313 ]
 [-3.946113   -2.6795526  -3.5451663   3.080365   -0.81143546]
 [-4.6727467  -2.3669474  -1.2042269  -0.40229136  3.8779402 ]]",[3 3 1 1 4 3 3 4]
109,"[[-2.7450807  -2.1538746  -1.611809    0.6556905   2.6784406 ]
 [ 0.9696079  -1.7492213   1.6771848  -2.8943992  -2.1851072 ]
 [-3.8763893  -3.543616   -0.14647739 -0.6770349  -1.8718599 ]
 [-2.0657198   0.45348024 -0.26817474 -1.4098432  -1.0481436 ]
 [-3.2934413   0.05456222 -3.8804376   1.2119404   0.5106701 ]
 [-2.1166706  -1.8315547  -2.2233198   0.9852764  -1.2827102 ]
 [-2.085461   -1.2284981   1.8865895  -3.224533   -3.321474  ]
 [-4.385814    4.9399905  -1.0179636  -2.878007   -3.095635  ]]",[4 0 4 2 3 3 2 1]
110,"[[-3.4823663  -1.491711   -0.72531235 -1.086449    1.637665  ]
 [-1.4402417   0.71279156  1.7757437  -0.4469782  -1.9119855 ]
 [-2.5303652  -1.7072157   0.42818978 -2.9002924  -2.4265797 ]
 [-4.2672386  -1.7190863  -2.3731773   0.23225968  1.739361  ]
 [-3.480306   -3.5944128  -2.621704    2.1834862   0.33801454]
 [-4.01899    -1.6008893  -2.059281   -2.402432    1.6973147 ]
 [-2.4594333   0.16727032 -3.4090908  -4.0486536  -2.132393  ]
 [-0.36570895 -2.0868945  -1.2045746   1.7312052  -2.8548398 ]]",[4 2 0 4 3 4 1 3]
111,"[[ 0.09554674 -0.48244682 -2.04523    -0.25630882 -2.1160421 ]
 [-0.68179005 -3.333536    2.1499414  -2.0044649  -3.7375808 ]
 [-2.3548741   2.1993794  -3.5155947  -2.0937102  -2.4387066 ]
 [-4.3699436  -0.32881686 -3.3079937  -0.21080522  2.9681506 ]
 [-1.643252   -0.29714447 -1.8222786  -0.29494315 -0.768553  ]
 [-1.7602888  -1.8463567   3.4215055  -4.2325697  -5.4674683 ]
 [-2.5604544  -2.7034814   3.2460735  -2.6127336  -2.7373586 ]
 [-2.7068148  -0.523725    1.3861794  -2.578213   -2.4933443 ]]",[1 2 1 4 1 2 2 2]
112,"[[-0.33039165 -3.7946415   1.1505302  -4.475084   -3.1017296 ]
 [-2.746552   -1.0194674   2.0696306  -2.3866382  -4.490149  ]
 [-3.0628455  -1.7774944  -2.49498     0.91343755  0.05008373]
 [-2.41136    -0.77952766 -2.8418186  -0.1345851   0.7057044 ]
 [-1.5600632  -5.6321464  -1.1746287   3.493459   -1.1604534 ]
 [-4.6932025   3.5602825  -2.2181473  -2.6321957  -2.0261023 ]
 [-1.2742062  -1.3765986  -2.9507787  -0.23970582  1.0663887 ]
 [-2.7111542  -1.7772505  -0.94553113  0.83525306  2.0029316 ]]",[2 2 3 3 3 1 4 4]
113,"[[-3.2911222  -2.5536168  -4.794667    0.5581657  -1.5529499 ]
 [ 1.5902635  -3.3923693  -0.65259045 -3.1412494   1.9834355 ]
 [-4.4125586  -2.6778498  -0.37704414  0.3710061  -1.3343703 ]
 [-1.967783    0.8795816   0.39340597 -3.008561   -4.277746  ]
 [-5.014018    4.0577016  -4.2316337  -3.3566842  -0.0498697 ]
 [-1.9029741  -2.2210712  -4.5895877   1.1734656  -0.8227201 ]
 [-4.4527864   1.3529085  -2.3750143  -0.27054423 -0.631809  ]
 [-3.8755426  -4.0276427  -5.0161815   3.0904014   0.96471715]]",[3 4 4 2 1 3 1 3]
114,"[[-1.682037   -1.5524812   0.42640758 -0.7917869  -1.5953172 ]
 [-2.8023489  -1.5971541  -1.4896786  -0.5806432   2.173555  ]
 [-2.0350966  -0.73721385 -1.3543452  -1.7861676  -0.44364047]
 [-2.7528384   0.63842887 -1.0576483  -2.2166617   1.0273556 ]
 [ 0.11724702 -1.972871    1.3419639  -1.7575415  -2.0921547 ]
 [-2.5146458  -3.3797302  -0.6243561  -1.8864954  -0.55783653]
 [-4.154142    3.2035973  -3.5230799  -1.1061114  -3.3042483 ]
 [-2.530546   -0.8768568  -1.4659295   1.1126306  -2.5167027 ]]",[2 4 0 4 0 2 1 3]
115,"[[-4.169468    1.3764442  -2.365476   -0.09543514 -1.6850238 ]
 [-3.2461815   0.09793065 -3.563005   -0.76991785 -0.793511  ]
 [-3.9795663   2.725451   -4.14016    -3.4246948  -1.1108977 ]
 [-2.4115999  -0.08843299 -3.0827396  -0.6020795  -0.626554  ]
 [-4.2641397  -3.1080434  -4.5518384   0.9144846  -3.7596765 ]
 [-3.8335085   2.5105333  -4.4411755  -2.630932   -1.9685287 ]
 [-4.077568   -4.1366014   3.63175    -2.4907558  -2.350024  ]
 [-3.3124967   1.368392   -3.0987012  -2.9507458  -4.657028  ]]",[1 1 1 1 3 1 2 1]
116,"[[-3.8807917  -0.44312182  3.2392302  -0.8307524  -2.6500735 ]
 [-6.052155   -2.007299   -3.1981022  -0.8393222   2.8301883 ]
 [-1.7960317  -1.0677677  -2.796006   -0.4921404   0.8683564 ]
 [-4.243943   -1.0571512  -2.504945   -0.83200026 -2.1878772 ]
 [-2.4701684  -1.6910423   1.6953582  -1.416338   -0.42753682]
 [-3.7293947  -2.213467   -4.489175    2.0294566  -0.90442723]
 [-3.4110756  -1.5792557  -2.286705   -0.19721077  1.976719  ]
 [-2.5493653  -2.6224883  -2.9822278   0.5299839   2.1463354 ]]",[2 4 4 3 2 3 4 4]
117,"[[-1.409352   -2.761602    1.1463423  -1.6466627  -2.7261086 ]
 [ 0.8803764  -0.6854232   1.0913157  -2.0215702  -3.3600967 ]
 [-1.916689    1.0187703  -1.5500042  -0.590023   -1.0654509 ]
 [-1.9609762  -2.2507386   0.2983676  -0.6911407  -3.134669  ]
 [-2.8931553  -0.43221822 -2.2776709  -1.4332153   1.5736384 ]
 [-0.00470379  0.16763854 -2.7354274  -3.889364   -3.2478878 ]
 [-2.7425184  -1.9898527  -1.1153013  -0.6223736   2.958916  ]
 [-3.0282698  -1.1739837  -3.0279458  -1.4218559   1.7967074 ]]",[2 2 1 2 4 2 4 4]
118,"[[-0.2395032  -0.82040703 -2.458384    3.3533173  -1.50608   ]
 [-4.0710077  -1.325564   -1.6537055   0.3879572   0.5415713 ]
 [-2.2068841  -3.193163    1.2696885  -3.8396702  -2.4463518 ]
 [-4.3461556  -2.262304   -2.4160597  -0.6529418   1.1001408 ]
 [-1.435598   -0.83399564 -1.8849919  -2.9379482  -3.1458437 ]
 [-2.8985577  -2.7597282  -2.556046   -0.40143684 -0.01722294]
 [-1.1508211  -0.52793443 -0.20860034 -4.3274527  -3.2955554 ]
 [-1.8654654  -1.4874313  -1.1041877  -1.3636343  -0.0571019 ]]",[3 4 2 4 2 4 1 4]
119,"[[-1.9570396  -1.9362309  -2.1712697   0.14304699 -2.3751783 ]
 [-0.20149946 -2.979982    1.2832965  -1.7370168  -1.3121568 ]
 [-2.853818   -1.3280399   0.38641754 -1.9381088  -2.3775766 ]
 [-1.1195594  -2.1254933  -2.6046653  -1.5752017  -1.8694173 ]
 [-3.2975466  -0.06305361  2.225965   -2.786665   -4.566722  ]
 [-3.547925   -3.2955253  -4.245187    1.61458     2.2790458 ]
 [-1.4114709  -1.8319858  -3.239437   -0.564224    2.9722664 ]
 [-2.8466842  -1.2379887  -0.86441445  1.7843026   1.399405  ]]",[3 2 2 1 2 3 4 4]
120,"[[-1.1877922  -1.6956859   0.11150313 -1.8858974  -2.9316504 ]
 [-2.5867054  -1.6699955  -3.208585   -2.1151943  -0.4297714 ]
 [-0.2594187  -4.430873    1.8499368  -2.274533   -3.0810513 ]
 [-3.378032   -2.1316056  -3.2892601   0.64147586  2.3680234 ]
 [-2.1426086   0.24290207  0.1792214   0.02843341 -0.9117996 ]
 [-2.3906975   4.147004   -2.026825   -1.0224028  -1.0536337 ]
 [-1.7931596  -1.403551    3.9396245  -0.2850972  -3.794071  ]
 [-4.4571147  -2.5334482  -2.0251288  -1.9540491   2.5650704 ]]",[2 3 2 4 2 1 2 4]
121,"[[-2.9403305   0.6762825  -0.81234604 -0.9320741  -0.14836514]
 [-2.8338614  -4.693105   -0.4863557  -0.19365655 -1.2155163 ]
 [-3.3472643  -3.114226   -0.71818215  1.7444031  -0.7969977 ]
 [-3.6945949  -0.02605078 -2.8236928   0.35262108  0.7321276 ]
 [-6.12018    -0.10594154 -1.010008    3.7648249  -1.7071571 ]
 [ 0.29415494 -3.5768714   0.947355   -3.6143625  -3.108542  ]
 [-1.3564637  -4.4094753  -1.9549873  -2.9087212   2.2700195 ]
 [-1.7821829  -1.076832   -0.2738094   0.4241659   1.2626781 ]]",[4 3 3 4 3 2 4 4]
122,"[[-1.957646   -3.1296768  -3.811401    3.0826771  -1.9242365 ]
 [-1.5634197  -0.06297781  0.7464376  -2.1516874  -3.3374977 ]
 [ 0.4906858   0.13465692 -1.0405669   0.2710879  -1.1541423 ]
 [-1.9922531  -3.0438485  -1.766096    3.209228   -0.42604682]
 [-3.411297   -2.3650792  -3.2400236   2.391204    1.2095486 ]
 [-3.1407459   3.1560242  -4.218319   -1.9817284  -1.66755   ]
 [-2.2497635  -3.7828445   1.8936642  -2.9554806  -2.3959632 ]
 [-3.3256311   2.9226027  -3.2952461  -4.654965   -1.7623832 ]]",[3 2 0 3 4 1 2 1]
123,"[[-1.351405   -0.25436026 -1.9036536  -2.7239568  -2.6376524 ]
 [-1.4886714  -2.7790656   0.5074877  -3.1423554  -3.1867764 ]
 [-4.0950665   2.7208626  -1.5151515  -2.571261   -2.3735268 ]
 [-3.0327203   1.3790606  -0.9471953  -3.941093   -4.6559315 ]
 [-4.097457   -1.236497   -1.9894272  -1.5312052  -1.6219587 ]
 [-2.8109992  -2.9838948  -1.1757609   0.37405184  2.842157  ]
 [-2.548451   -2.6067657  -0.41355836 -1.0807077  -1.5072631 ]
 [-2.8046715  -2.4516459  -1.229924   -1.3666539  -0.50512934]]",[1 2 1 1 1 4 2 1]
124,"[[-1.0837256  -2.5180905   1.8817072  -1.7557374  -2.305548  ]
 [-1.7586364  -1.8009597  -2.6264806   1.6249943  -1.8004792 ]
 [-4.770997   -2.1484175   0.02589421  0.4186158  -2.2349467 ]
 [-4.424763   -3.917871   -3.0076115   2.4692857   3.3896966 ]
 [-4.226159   -2.2496026  -1.411292   -0.25834158 -2.6132178 ]
 [-2.8740885  -1.9536198  -4.684374   -1.190078   -1.2113929 ]
 [-2.3949726  -1.2702564  -0.938643   -1.4239084   1.653856  ]
 [-3.6560223  -1.757236   -4.740906    0.35465556  0.7244216 ]]",[4 3 3 4 3 4 4 3]
125,"[[-3.508482   -0.17630123 -1.6153198  -2.2611246  -2.6156452 ]
 [-2.8490531  -3.1949046  -0.83081776 -0.8375616   1.9199343 ]
 [-4.665707   -4.583337   -3.925165    1.4387562   0.23912181]
 [-2.6802862   0.10329913 -0.8531508   0.7365856   2.4345653 ]
 [-1.2944403  -0.6920695   0.73742706 -0.7008427   0.31090218]
 [-0.31607378  0.40454802 -1.0072439  -1.435661    1.6809602 ]
 [-3.4627216  -1.8261808  -1.4625714  -0.76172435 -3.402576  ]
 [-2.1604426  -0.6549303  -2.0777347  -2.3470685   0.31470454]]",[1 4 3 4 2 4 4 2]
126,"[[-0.3629075   0.1639655   1.3035201  -0.9201752  -2.8505797 ]
 [-4.3309946  -2.6690238  -3.5438764   4.1063623  -1.971876  ]
 [-3.1771452  -1.8431582  -1.2637202   1.7100933  -1.2103916 ]
 [-0.44981167 -4.5403075   1.5709854  -0.74660313 -3.2541895 ]
 [-0.42739096  1.2845056  -3.8992229  -3.5730493  -1.3255992 ]
 [-1.8074712  -2.7819004  -2.6246302  -0.48743555  3.8205385 ]
 [-4.26008    -2.8727875  -1.9844712   1.3600689  -2.0588758 ]
 [-2.740278   -2.7469835  -0.61135745 -0.47486416  3.8047733 ]]",[0 3 3 2 1 4 3 4]
127,"[[ 2.2330754  -1.5032693  -0.8323961  -2.4138484  -3.4756422 ]
 [-6.1466503  -2.8585443  -2.536722    0.31798795  1.4680961 ]
 [-1.4347262  -1.9888166   3.8454187  -2.2863126  -1.8605839 ]
 [-1.8082542  -2.9163494   3.9437742  -2.9025543  -2.854445  ]
 [-4.226663    0.79600215 -2.4993482  -4.9258165  -0.6974502 ]
 [-0.34018183  2.5103288  -0.36535904 -3.5466986  -1.6705452 ]
 [-4.6462154  -2.4544523  -1.8661174  -1.354747    0.56929606]
 [-1.4855331   2.4873662  -2.8676252  -3.7925303  -0.83688897]]",[0 4 2 2 1 1 4 1]
128,"[[-4.584442   -1.7615585  -4.3723493   0.7981917   2.7544134 ]
 [-2.8643668   1.7573938  -2.3173938  -3.1256933  -1.4463562 ]
 [-1.1404911  -2.6439118  -0.29924387  1.3477496  -0.0923089 ]
 [-0.5928987  -0.72686815  2.1881924  -2.877254   -2.17172   ]
 [-3.707968   -2.396444   -3.4663064   1.5044271   3.1989548 ]
 [-1.171532   -1.98209     2.7350187  -1.7181871  -3.2707176 ]
 [-2.2489958   0.29568386 -2.4680238  -0.23226453  2.025263  ]
 [-3.0632951  -2.1321518  -1.8990327  -2.381095    1.1649339 ]]",[4 1 3 2 4 2 4 4]
129,"[[-1.8315606  -3.0056682   2.8350582  -4.557632   -3.006442  ]
 [-2.667015   -0.564163    2.4841774  -1.0666221   0.9342827 ]
 [ 0.8274801   0.94579047 -0.76557654 -1.2300466  -2.4721997 ]
 [-1.3125019   3.4145408  -2.9016232  -3.4701319  -1.7064584 ]
 [-1.5661095   0.9086014   0.06925988 -1.0930625  -1.1094706 ]
 [-4.533224   -1.4257691  -6.1020217   1.0973431   0.2583621 ]
 [ 0.3448427  -2.837433   -2.1183345   1.3411303  -0.523229  ]
 [-1.5251597  -3.7700582  -2.1661785   0.3511967   3.398632  ]]",[2 2 2 1 1 3 0 4]
130,"[[-3.0188005   1.273094   -1.639869   -1.4208043  -0.4242648 ]
 [-1.291175   -0.8053138   1.6578927  -2.8106167  -3.126558  ]
 [-3.5263126  -2.2365122  -3.1573508   1.5601697   1.9759682 ]
 [-2.441633   -2.9905183  -1.3149514   0.2146579  -0.8704412 ]
 [-2.8824227  -3.2174628  -2.2593133   3.2990239  -0.945824  ]
 [-2.4345598  -2.0201435  -1.4150608  -0.24856871  3.3510516 ]
 [-3.654676    0.6723298  -0.81901234  0.34680927  1.5652747 ]
 [-2.6212952   0.04803294 -0.38263056 -1.700205   -1.8026122 ]]",[1 2 4 3 3 4 1 1]
131,"[[-2.201821   -3.5252597  -3.5839345   2.238307    0.4844894 ]
 [-2.1718037  -2.2494698   1.5035996  -3.0622532  -0.08376305]
 [-3.5976381  -2.5470865  -1.9077144  -1.2642255   3.0513575 ]
 [-1.4564271   1.9442663   0.11097971 -2.6225545  -3.1214378 ]
 [-5.031042   -2.8312418  -1.8640598  -2.739474    4.8359127 ]
 [-3.4137383   0.15649192 -2.7620506  -3.070448    1.4424078 ]
 [-1.7885275   0.7276343  -1.3231295  -1.877258    2.8279521 ]
 [-3.3691387  -0.08097841 -1.4083565   2.6245518  -1.5071754 ]]",[3 2 4 1 4 4 1 3]
132,"[[-1.5405229  -0.72426015 -1.4684429   0.17945735 -3.018925  ]
 [-3.7685635   1.3162978  -3.4475143  -2.1301804  -0.08439054]
 [-4.332797   -3.236748   -2.3974159   1.8345324  -1.2664311 ]
 [-5.38072     1.4272063  -5.2479734  -1.2644405  -0.72568774]
 [-1.3834511  -4.994034   -0.35093522 -0.5808602  -0.8450092 ]
 [-4.426217   -3.4302106  -1.9456135  -0.74535817  1.7869899 ]
 [-3.5289586  -1.192042   -3.1491752   1.3290284  -2.8517187 ]
 [-3.5580533  -3.5254493   2.3126779  -4.9851656  -2.267677  ]]",[2 1 3 1 3 4 3 2]
133,"[[-2.1756608  -3.7153606   3.8092494  -2.909683   -3.032111  ]
 [-2.7997155  -3.2516308  -0.7507103  -0.46671     2.0943196 ]
 [-3.2980132   3.1347451  -2.7885227  -2.2459934  -0.9030232 ]
 [-3.7729874  -0.82362777 -1.9484053  -0.9221928   2.4950538 ]
 [-2.8946733  -0.12861401 -3.4139433   1.2917309  -0.8224029 ]
 [-4.1880565  -4.327746   -3.010728    1.7996545  -0.459233  ]
 [-4.147994    1.462655   -3.6942828  -2.5070841  -2.4846306 ]
 [-3.8779798   1.1970782  -2.1988866  -1.4739164  -2.6240666 ]]",[2 4 1 4 3 3 1 1]
134,"[[-4.917807    0.8096528  -3.6441658  -0.44892764  1.4303452 ]
 [-3.3188264  -2.0322351   4.30104    -0.45892054 -1.6307696 ]
 [-3.3401697   1.3142904  -1.417871   -2.3448334  -0.38072863]
 [-3.3220832   2.1200166  -1.1204519  -3.7234306  -1.7488052 ]
 [-0.7002374  -3.6530266  -3.2873998  -0.84879607 -0.2639052 ]
 [-2.0132403  -3.1464384   0.45789143 -0.34881797  3.4784222 ]
 [-2.933706   -2.5311491  -3.2050238   1.7186204   3.0538533 ]
 [-6.1670575  -4.0156713  -1.5291531   2.6169791  -2.3583152 ]]",[4 2 1 1 3 4 4 3]
135,"[[-4.84683     1.2516961  -2.77501    -1.85937    -0.8772142 ]
 [-5.1693735  -1.408866   -2.6853385   4.414185   -1.8207957 ]
 [-1.0260969  -1.4038503   1.2223234  -2.477718   -2.1411657 ]
 [-1.371409    1.2184469  -4.004463   -1.5532926  -1.3845719 ]
 [-3.6507084   3.1829598  -3.5090055  -2.5497746  -0.8659476 ]
 [-2.7872746  -1.7839439  -3.9603755   0.15557905  3.4745326 ]
 [-4.8937216  -1.0089985  -1.7093562  -0.9072175   3.8155887 ]
 [-3.2423253   1.2870532   1.8090404  -3.5074325  -2.6064048 ]]",[1 3 2 1 1 4 4 2]
136,"[[-4.3873334  -0.716538    0.9240129  -2.4123359  -0.23261674]
 [-1.710063    2.6408286  -1.6432623  -3.7025201  -3.2836688 ]
 [-5.026297    1.814455   -1.790878   -3.083073   -0.46558228]
 [-1.9662815  -1.5319339  -1.5108649  -2.1709924   0.8634596 ]
 [-5.205792   -2.561079   -2.3939047  -0.3354901   2.704132  ]
 [-2.919915    0.6006012  -3.3405843  -0.9670301   0.07356218]
 [-3.2764053   2.7609768  -2.6348937  -3.4680762  -2.7952669 ]
 [ 0.5457849  -2.1793897   3.873107   -4.3355255  -4.6775746 ]]",[2 1 1 4 4 3 1 2]
137,"[[-4.27128    -2.9487822  -0.14035714 -1.8371506   1.8536718 ]
 [-4.6529617  -2.6329534  -3.6247077   0.9628633   0.97828424]
 [-0.07484823 -2.1864548  -2.315618    0.36855853  0.4788757 ]
 [-0.7059139   0.4543189   0.7018413   2.46037    -4.866982  ]
 [-4.6948285  -1.0101622  -3.2477505   3.0419238   1.1878062 ]
 [-2.9853654   0.8406409  -1.1122744  -0.8084864   1.4232879 ]
 [-2.3518786  -2.4754128   0.42241743 -0.9411736  -1.2034634 ]
 [-1.696357   -3.926431    2.3000772  -2.5183148  -3.4849513 ]]",[4 3 3 3 3 1 0 2]
138,"[[-3.8918176  -3.983503   -1.949097    1.8923353  -0.19113727]
 [-2.846367   -2.2780738  -2.1097722   2.722392    0.04535963]
 [-1.9931337  -0.72574806 -2.2302787  -1.2253252  -1.0119665 ]
 [-3.3439126  -1.8832026  -3.0588076   2.1073484   1.1402779 ]
 [-2.1349168  -4.238743   -2.9132364   2.4857764   0.97611976]
 [ 1.0165199  -3.8968885   0.29537296 -2.6296806  -0.8646999 ]
 [-0.49371016 -2.0341413   2.225586   -3.7819798  -2.973819  ]
 [-4.9400206  -3.4299946  -3.9839487   1.3721534  -1.6480947 ]]",[3 3 2 3 4 2 0 3]
139,"[[-3.079781   -2.9535928   2.4837544  -2.6032379  -0.8815769 ]
 [-2.735301    2.8529453  -1.9969294  -0.8869246  -3.0263946 ]
 [-3.8791487  -3.5266023  -1.8159636   3.6967585   1.605913  ]
 [-4.303      -3.5540836  -0.9930917  -2.7564695   3.4185202 ]
 [-2.0457313   0.5594097  -2.3840911  -2.3279922  -0.9759346 ]
 [-3.9716651  -0.93726784 -2.4162495  -2.4147446  -0.07708243]
 [-4.2243137  -1.0969956  -0.96996564 -3.1712642   0.23019852]
 [-4.1450253  -1.7742748   0.43661988 -4.713331   -3.5994844 ]]",[2 1 3 4 1 1 1 2]
140,"[[-4.6388502e+00 -2.8093188e+00 -1.0200220e+00 -2.3571479e+00
   4.9881059e-01]
 [-2.8222249e+00 -1.6715664e+00  2.7167964e+00  4.6948665e-03
  -2.0102404e-01]
 [-7.1019059e-01 -2.7302551e+00  7.4535543e-01  1.9678118e+00
  -4.7643485e+00]
 [-6.4960451e+00  1.2933913e+00 -8.7913674e-01 -2.7680337e+00
   1.0984933e+00]
 [-1.9745262e+00 -4.5390654e+00 -1.0984342e+00  1.5646371e+00
   1.1395187e+00]
 [-4.0102873e+00  5.8259082e-01  1.0047681e+00 -2.3110695e+00
  -1.9352714e+00]
 [-3.4188452e+00 -1.9421296e+00  2.0555024e+00 -1.3361394e+00
  -3.8062282e+00]
 [-1.8845719e+00 -6.3826025e-01  3.2476597e+00 -2.3493998e+00
  -3.7340212e+00]]",[1 2 2 4 4 2 0 2]
141,"[[-4.45158     0.05563246 -0.4604817   0.6605304  -0.61768913]
 [-2.504612   -1.6556485  -4.1331863   0.62893367 -2.5691688 ]
 [-3.1388505   2.891867    0.17965284 -2.6547732  -1.5014014 ]
 [-3.4587946  -3.5636313  -2.4102159  -1.2736118   2.194245  ]
 [-0.3948783  -1.5820841  -2.645435   -2.165657    0.6355277 ]
 [-2.4066546  -3.5103118   1.0179709  -1.5187261  -0.5654841 ]
 [-2.9550824  -1.8749483  -3.464877   -1.3043153   1.7785525 ]
 [-3.1251004  -4.170082   -3.7403858   1.2558806   1.3771569 ]]",[0 3 1 4 4 2 4 3]
